Joueur,Poste,Cote,Enchère moy,Note,Note série,Note 1 an,Nb match,Nb match série,Nb match 1 an,Variation,Var série,Var 1 an,But,Buts série,Buts 1 an,%Titu,%Titu série,%Titu 1 an,Temps,Tps série,Tps 1 an,Tps moy,Tps moy série,Tps moy 1 an,Min/But,Min/But 1 an,Min note/but,Prix/but,j13,j12,j11,j10,j9,j8,j7,j6,j5,j4,j3,j2,j1,j38,j37,j36,j35,j34,j33,j32,j31,j30,j29,j28,j27,j26,j25,j24,j23,j22,j21,j20,j19,j18,j17,j16,j15,j14,Cleansheet,But/Peno,But/Coup-franc,But/surface,Pass decis.,Occas° créée,Corner gagné,%Passes,Ballons,Interceptions,Tacles,%Duel,Fautes,But évité,Action stoppée,DMI,Club,Prochain opposant,Date,Victoire probable,%Win+12J,%Win+16J,%Win+20J,Dispo@MPGLaurent?
Hunou Adrien,A,14,20.0,5.25,5.28,5.25,12,9,12,1.1,1.23,1.1,3,3,3,1.0,1.0,1.0,934,732,934,77.83,81.33,77.83,311.0,311.0,6.0,4.67,4.0,6.5,4.5,6.5,4.0,5.0,7.0,4.0,6.0,0.0,4.5,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,,,,1.0,3.0,4.0,0.7435,439.0,,11.0,58.0,6.0,,,0.0,Angers,Lens,2022-11-05,0.02,0.3657,0.36141,0.33846,
Odobert Wilson,MO,12,14.0,5.08,5.08,5.08,13,13,13,1.04,1.04,1.04,3,3,3,0.46,0.46,0.46,639,639,639,49.15,49.15,49.15,213.0,213.0,6.0,4.0,5.5,5.0,4.0,4.5,6.5,6.0,4.5,4.5,7.0,6.0,3.5,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2.0,1.0,5.0,0.8178,312.0,6.0,7.0,32.14,3.0,,,0.0,Troyes,Auxerre,2022-11-04,0.22,0.42392,0.43272,0.42649,
Saïd Wesley,A,10,16.0,5.05,4.9,4.98,10,5,26,0.93,0.65,0.99,3,1,7,0.2,0.2,0.27,275,167,755,27.5,33.4,29.04,92.0,108.0,6.0,3.33,5.0,4.5,6.0,4.5,4.5,0.0,0.0,0.0,6.5,4.5,6.5,4.5,4.0,4.0,0.0,4.5,6.0,4.5,4.0,4.5,0.0,4.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,4.5,5.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1.0,2.0,0.814,131.0,1.0,,37.93,10.0,,,0.0,Lens,Angers,2022-11-05,58.84,0.64435,0.63676,0.61376,
Salama Amine,A,7,8.0,5.05,5.1,4.58,11,5,18,1.01,1.08,1.55,3,2,3,0.27,0.4,0.39,378,193,661,34.36,38.6,36.72,126.0,220.0,6.0,2.33,4.0,6.0,6.5,4.5,4.5,0.0,0.0,4.5,4.0,4.0,6.0,6.5,5.0,0.0,3.5,5.0,5.5,0.0,3.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,2.0,2.0,0.777,168.0,2.0,2.0,39.53,1.0,,,0.0,Angers,Lens,2022-11-05,0.02,0.3657,0.36141,0.33846,
Ganago Ignatius,A,10,12.0,5.04,5.38,4.77,12,8,35,1.42,1.66,1.04,3,3,6,0.42,0.63,0.31,499,444,1158,41.58,55.5,33.09,166.0,193.0,6.0,3.33,6.0,6.0,8.0,4.5,3.0,4.0,7.0,4.5,0.0,4.5,4.5,4.5,4.0,6.0,4.5,6.0,4.5,4.5,6.0,4.5,5.0,4.0,5.0,4.0,5.0,4.0,4.5,4.5,0.0,0.0,0.0,0.0,4.5,4.0,0.0,4.0,3.5,3.5,1.0,,,,2.0,1.0,2.0,0.7986,162.0,,3.0,40.58,8.0,,,0.0,Nantes,Reims,2022-11-06,50.0,0.49983,0.46611,0.48028,
Nuno Tavares,DL,17,24.0,5.04,3.88,4.9,12,4,30,1.21,0.75,1.01,3,0,4,0.75,0.75,0.73,923,296,2047,76.92,74.0,68.23,308.0,512.0,5.0,5.67,3.5,4.5,4.5,3.0,0.0,5.0,4.5,5.5,6.0,7.0,5.0,5.0,7.0,4.5,4.5,0.0,4.5,6.0,5.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,4.5,0.0,5.0,0.0,4.5,5.0,0.0,4.5,4.5,4.0,,,2.0,,2.0,10.0,0.79,773.0,8.0,14.0,42.86,15.0,,,0.0,Marseille,Lyon,2022-11-06,50.0,0.6307,0.63426,0.6454,
Le Douaron Jérémy,A,10,14.0,4.94,4.9,4.84,9,5,32,1.24,0.96,1.1,3,1,6,0.56,0.4,0.63,449,238,1682,49.89,47.6,52.56,150.0,280.0,6.5,3.33,4.5,6.5,4.5,4.0,5.0,0.0,0.0,0.0,0.0,4.0,7.5,4.0,4.5,4.5,4.5,0.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,3.0,5.0,4.5,4.5,4.5,3.5,5.0,4.5,4.5,0.0,4.0,5.5,4.0,7.5,7.5,1.0,,,,,,6.0,0.7246,159.0,1.0,2.0,35.37,10.0,,,4.25,Brest,Nice,2022-11-06,50.0,0.34379,0.34522,0.36343,
Andric Komnen,A,11,16.0,4.88,4.88,4.88,13,13,13,1.12,1.12,1.12,3,3,3,0.85,0.85,0.85,851,851,851,65.46,65.46,65.46,284.0,284.0,6.5,3.67,4.5,4.5,6.5,4.5,5.0,4.0,4.0,4.0,4.0,6.0,6.0,7.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,1.0,,,1.0,1.0,1.0,0.7654,391.0,8.0,4.0,46.43,6.0,,,0.0,Clermont,Montpellier,2022-11-06,50.0,0.32168,0.35121,0.3711,Sursis
Le Fée Enzo,MO,19,23.0,5.88,5.88,5.38,13,13,40,1.33,1.33,1.19,2,2,3,1.0,1.0,0.83,1154,1154,2921,88.77,88.77,73.03,577.0,974.0,7.0,9.5,5.0,5.0,6.0,6.5,6.5,8.0,6.0,7.0,3.5,5.0,4.5,8.0,5.5,5.5,6.0,3.0,6.0,3.5,4.5,0.0,7.0,3.5,6.0,6.0,5.5,4.5,4.5,5.0,0.0,4.0,6.5,0.0,6.0,3.5,6.0,5.0,5.0,6.5,3.5,,1.0,1.0,2.0,6.0,6.0,0.8496,1032.0,14.0,27.0,49.49,16.0,,,4.75,Lorient,Paris,2022-11-06,50.0,0.47207,0.45952,0.434,
Fofana Seko,MD,28,38.0,5.86,5.43,5.58,11,7,40,1.05,0.79,1.02,2,0,7,0.91,0.86,0.98,936,578,3489,85.09,82.57,87.23,468.0,498.0,4.5,14.0,5.5,7.0,4.5,5.5,5.0,5.0,5.5,0.0,0.0,7.0,7.5,5.0,7.0,5.0,6.0,6.0,6.0,7.0,5.0,6.5,7.0,5.0,5.0,4.5,4.0,5.0,5.0,4.5,0.0,4.0,6.5,5.5,5.0,4.0,7.5,6.0,4.5,4.0,6.0,1.0,,1.0,2.0,3.0,8.0,0.8939,698.0,9.0,6.0,47.78,9.0,,,4.75,Lens,Angers,2022-11-05,58.84,0.64435,0.63676,0.61376,
Golovin Aleksandr,MO,14,19.0,5.79,5.79,5.71,12,12,33,0.92,0.92,0.79,2,2,4,0.75,0.75,0.7,789,789,1982,65.75,65.75,60.06,395.0,496.0,7.0,7.0,7.0,4.5,5.0,6.5,7.0,7.0,5.0,6.0,5.0,6.0,5.0,5.5,0.0,5.0,6.0,5.5,5.5,5.0,7.0,6.0,6.5,5.5,6.0,5.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,5.5,6.0,0.0,5.0,,,1.0,2.0,1.0,5.0,0.7685,451.0,10.0,12.0,44.79,12.0,,,0.0,Monaco,Toulouse,2022-11-06,50.0,0.63774,0.65261,0.64803,Sursis (8sem.)
Spierings Stijn,MD,13,15.0,5.58,5.58,5.73,13,13,37,1.06,1.06,0.88,2,2,3,1.0,1.0,1.0,1170,1170,3278,90.0,90.0,88.59,585.0,1093.0,6.5,6.5,3.5,5.5,6.5,6.0,7.0,6.0,6.5,5.0,4.5,5.0,4.5,7.0,5.5,5.0,6.0,5.0,6.0,5.0,6.0,6.0,0.0,5.5,6.5,4.5,5.5,0.0,7.0,5.5,5.5,5.5,6.5,8.0,0.0,5.0,5.5,6.0,5.5,7.0,2.0,,,1.0,,,1.0,0.8476,953.0,11.0,23.0,53.28,23.0,,,0.0,Toulouse,Monaco,2022-11-06,50.0,0.40192,0.42868,0.42487,
Khaoui Saîf-Eddine,MO,12,13.0,5.54,5.57,5.2,12,7,30,0.81,0.84,0.73,2,1,3,0.5,0.57,0.47,595,412,1352,49.58,58.86,45.07,298.0,451.0,6.0,6.0,5.0,5.5,6.0,7.0,6.0,4.5,5.0,0.0,5.0,5.0,7.0,5.5,5.0,5.0,5.0,5.0,5.5,5.5,5.0,6.0,4.0,6.0,5.0,4.5,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.5,0.0,0.0,0.0,2.0,,,,2.0,2.0,3.0,0.6964,295.0,9.0,4.0,52.78,3.0,,,4.75,Clermont,Montpellier,2022-11-06,50.0,0.32168,0.35121,0.3711,
Hakimi Achraf,DL,21,28.0,5.5,0.0,5.25,12,0,36,1.24,0.0,1.05,2,0,3,0.83,0.0,0.86,896,0,2755,74.67,0.0,76.53,448.0,918.0,6.0,10.5,0.0,4.0,6.0,5.0,4.0,5.0,5.5,5.0,4.5,5.0,7.5,7.0,7.5,6.0,5.0,5.0,6.0,5.0,6.5,5.0,5.5,5.5,3.5,6.5,0.0,0.0,5.0,6.0,5.5,0.0,0.0,0.0,6.5,5.5,5.0,4.5,5.0,5.0,6.0,,,,1.0,3.0,4.0,0.8677,623.0,3.0,13.0,45.98,11.0,,,6.0,Paris,Lorient,2022-11-06,50.0,0.81345,0.80954,0.8137,
Chaïbi Farès,MO,14,14.0,5.5,5.55,5.5,11,10,11,1.26,1.32,1.26,2,2,2,0.73,0.7,0.73,708,639,708,64.36,63.9,64.36,354.0,354.0,6.5,7.0,3.0,5.0,7.0,5.0,7.5,6.5,6.5,5.0,5.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,4.0,5.0,8.0,0.7238,345.0,8.0,5.0,42.53,11.0,,,0.0,Toulouse,Monaco,2022-11-06,50.0,0.40192,0.42868,0.42487,
Badiashile Benoît,DC,22,24.0,5.45,0.0,5.5,10,0,28,1.12,0.0,0.89,2,0,3,0.8,0.0,0.86,749,0,2148,74.9,0.0,76.71,375.0,716.0,5.0,11.0,0.0,3.0,0.0,6.0,6.0,6.0,7.0,6.0,4.5,6.0,5.0,5.0,0.0,6.0,5.5,6.0,7.5,6.0,5.5,5.5,5.5,6.0,6.0,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,,,,,1.0,1.0,0.8641,529.0,16.0,9.0,61.4,9.0,,,0.0,Monaco,Toulouse,2022-11-06,50.0,0.63774,0.65261,0.64803,Suspendu
Autret Mathias,MO,14,19.0,5.45,7.0,5.36,11,1,36,0.99,0.0,0.84,2,0,6,0.91,1.0,0.94,784,64,2639,71.27,64.0,73.31,392.0,440.0,5.0,7.0,7.0,0.0,6.5,5.0,0.0,5.0,4.5,5.0,6.0,6.0,6.0,5.5,3.5,6.0,6.0,0.0,3.5,5.5,6.5,5.0,6.0,5.0,4.5,7.0,0.0,5.0,5.5,4.5,6.0,5.0,5.0,6.0,5.0,6.0,4.0,5.0,6.0,0.0,2.0,1.0,,,2.0,1.0,4.0,0.8294,425.0,5.0,7.0,47.92,2.0,,,0.0,Auxerre,Troyes,2022-11-04,26.749999999999996,0.31924,0.31885,0.3208,
Bentaleb Nabil,MD,14,15.0,5.45,5.5,5.37,10,9,26,1.17,1.22,0.89,2,2,3,1.0,1.0,1.0,900,810,2273,90.0,90.0,87.42,450.0,758.0,4.5,7.0,6.0,5.5,7.0,5.5,4.0,7.5,5.5,4.5,4.0,0.0,0.0,5.0,0.0,5.5,5.0,6.0,5.0,6.0,3.5,5.5,5.5,0.0,6.0,5.5,4.5,5.0,6.0,6.0,4.5,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,2.0,,,6.0,0.8277,785.0,19.0,16.0,64.75,14.0,,,5.0,Angers,Lens,2022-11-05,0.02,0.3657,0.36141,0.33846,
Kalimuendo Arnaud,A,12,22.0,5.38,5.58,5.2,8,6,35,1.19,1.32,1.28,2,2,14,0.75,0.83,0.83,460,359,2319,57.5,59.83,66.26,230.0,166.0,5.5,6.0,7.0,4.5,5.0,5.0,7.5,4.5,0.0,0.0,0.0,0.0,5.0,4.5,0.0,4.5,7.0,5.0,5.5,5.0,5.0,6.0,8.0,4.0,4.0,4.0,4.0,4.5,6.0,6.0,0.0,0.0,4.0,5.0,6.0,6.0,4.5,3.5,0.0,2.5,3.0,,,1.0,1.0,1.0,4.0,0.6976,181.0,,1.0,23.53,4.0,,,0.0,Rennes,Lille,2022-11-06,50.0,0.65583,0.62777,0.64342,
Désiré Doué Désiré,MO,9,12.0,5.36,0.0,5.36,11,0,11,0.78,0.0,0.78,2,0,2,0.27,0.0,0.27,399,0,399,36.27,0.0,36.27,200.0,200.0,6.5,4.5,0.0,5.0,4.5,6.5,0.0,5.0,6.5,5.0,6.5,5.0,4.5,5.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,4.0,0.8503,261.0,6.0,6.0,50.65,13.0,,,0.0,Rennes,Lille,2022-11-06,50.0,0.65583,0.62777,0.64342,
Lees-Melou Pierre,MO,15,18.0,5.35,0.0,5.08,10,0,32,1.27,0.0,1.06,2,0,3,1.0,0.0,0.88,793,0,2269,79.3,0.0,70.91,397.0,756.0,6.5,7.5,0.0,6.0,3.5,0.0,5.5,5.0,6.0,7.0,0.0,3.0,6.0,6.5,5.0,3.0,6.0,4.0,5.0,4.0,5.5,7.0,4.5,0.0,0.0,0.0,5.0,0.0,4.5,0.0,6.0,5.5,4.5,4.0,5.0,0.0,0.0,5.0,4.5,5.0,3.0,,,2.0,,1.0,7.0,0.8396,537.0,13.0,12.0,42.05,15.0,,,0.0,Brest,Nice,2022-11-06,50.0,0.34379,0.34522,0.36343,
